Timestamp,Latitude,Longitude
1/1/2024 0:00,34.71128981,96.8030203
1/1/2024 0:00,20.11360746,95.36888051
1/1/2024 0:00,30.43097787,77.87131569
1/1/2024 0:00,8.333758362,80.08870632
1/1/2024 0:00,27.51176104,94.00814534
1/1/2024 0:00,10.18324694,74.35399096
1/1/2024 0:00,16.62240663,80.91821334
1/1/2024 0:00,30.62743574,91.01325757
1/1/2024 0:00,21.21954939,73.38863204
1/1/2024 0:00,6.400300872,92.86681416
1/1/2024 0:00,16.18413078,93.15473754
1/1/2024 0:00,32.42953813,80.7171903
1/1/2024 0:01,16.73348783,68.75164056
1/1/2024 0:01,29.96140562,81.42609832
1/1/2024 0:01,11.44618045,75.92205268
1/1/2024 0:01,33.10716318,83.84237221
1/1/2024 0:01,21.92188812,70.82433039
1/1/2024 0:01,26.95501161,89.05350085
1/1/2024 0:01,7.950104133,76.92927542
1/1/2024 0:01,35.47533738,92.17051472
1/1/2024 0:01,23.73513456,81.80605745
1/1/2024 0:01,17.25663831,89.50026224
1/1/2024 0:01,25.52269294,82.77374759
1/1/2024 0:01,36.24556571,93.4031825
1/1/2024 0:02,36.12020499,69.84173363
1/1/2024 0:02,21.95348368,75.44168798
1/1/2024 0:02,20.32779508,85.30263824
1/1/2024 0:02,24.57405178,78.4201009
1/1/2024 0:02,35.41094062,83.30850683
1/1/2024 0:02,24.13059547,72.38609099
1/1/2024 0:02,21.89729246,75.93333702
1/1/2024 0:02,25.43229932,93.70277478
1/1/2024 0:02,19.37432813,77.10550012
1/1/2024 0:02,36.78453967,68.6871581
1/1/2024 0:02,6.408793759,77.97612747
1/1/2024 0:02,30.94766024,72.2018491
1/1/2024 0:03,35.62242189,94.36638335
1/1/2024 0:03,28.04044723,82.73960436
1/1/2024 0:03,7.263409044,70.50412406
1/1/2024 0:03,26.77945011,83.85002653
1/1/2024 0:03,22.30614747,79.67045038
1/1/2024 0:03,35.66068958,74.18864911
1/1/2024 0:03,21.20891994,75.09419323
1/1/2024 0:03,28.72503652,74.48841487
1/1/2024 0:03,19.09634035,70.07296266
1/1/2024 0:03,19.90946952,94.32815802
1/1/2024 0:03,19.56834528,96.38662419
1/1/2024 0:03,14.43771696,95.62617879
1/1/2024 0:04,17.52175301,88.52361636
1/1/2024 0:04,35.05960991,93.48604677
1/1/2024 0:04,10.60545965,74.8402261
1/1/2024 0:04,14.06173255,86.62979514
1/1/2024 0:04,23.71240263,93.59143599
1/1/2024 0:04,9.524872157,88.12630368
1/1/2024 0:04,29.9384807,85.18870011
1/1/2024 0:04,27.53169854,83.87507927
1/1/2024 0:04,30.26649738,74.93237541
1/1/2024 0:04,33.6944204,86.01347786
1/1/2024 0:04,31.07747841,70.49695534
1/1/2024 0:04,29.68893397,71.03274841
1/1/2024 0:05,28.57840694,88.85750492
